@relation 'similarity values'

@attribute EXPERT {0.0,1.0}
@attribute FullDescriptionMatcher numeric
@attribute GeneralBagForAnnotationLabel[Levenshtein] numeric
@attribute GeneralBagForAnnotationLabel[QGramsDistance] numeric
@attribute GeneralBagForAnnotationLabel[SmithWaterman] numeric
@attribute GeneralBagForAnnotationLabel[Stoilos_JW] numeric
@attribute SoftJaccardLinStoilois numeric

@data
0.0,0.109044,0.222222,0,0.214286,-1,0
0.0,0.662454,0,0,0.166667,-1,0
0.0,0.08966,0,0,0.2,-1,0
0.0,0.520161,0,0,0.142857,-1,0
0.0,0.103444,0.142857,0,0.142857,-1,0
0.0,0.176924,0,0,0.142857,-1,0
0.0,0.102764,0.181818,0,0.214286,-1,0
0.0,0.225411,0,0,0.4,-1,0
0.0,0.190795,0.142857,0,0.2,-1,0
0.0,0.024588,0.111111,0,0.142857,-1,0
0.0,0.211385,0.25,0,0.25,-1,0
0.0,0.044838,0.125,0,0.25,-1,0
0.0,0.032938,0.230769,0,0.25,-1,0
0.0,0.548555,0.181818,0,0.25,-1,0
0.0,0.028522,0.25,0,0.3125,-1,0
0.0,0.022619,0.1,0,0.1875,-1,0
0.0,0.103027,0.461538,0.4,0.625,0.220871,0
0.0,0.231876,0,0,0.1875,-1,0
0.0,0.08966,0.166667,0,0.25,-1,0
0.0,0.103027,0,0,0.1875,-1,0
0.0,0.051692,0,0,0.125,-1,0
0.0,0.021275,0,0,0.166667,-1,0
0.0,0.423871,0.25,0,0.357143,-1,0
0.0,0.358184,0.181818,0,0.125,-1,0
0.0,0,0,0,0.125,-1,0
0.0,0.026865,0.125,0,0.166667,-1,0
1.0,1,0.125,0,0.2,-1,0
0.0,0.070993,0.090909,0,0.125,-1,0
0.0,0.209271,0.071429,0,0.25,-1,0
0.0,0.054042,0.5,0.2,0.5625,0.222222,0
0.0,0.11401,0.090909,0,0.25,-1,0
0.0,0.099762,0.125,0,0.2,-1,0
0.0,0.112265,0.125,0,0.3,-1,0
0.0,0.047934,0.111111,0,0.125,-1,0
0.0,0.152766,0.25,0,0.25,-1,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0,0.230769,0,0.166667,-1,0
0.0,0.13357,0.25,0,0.181818,-1,0
0.0,0.003463,0.333333,0,0.222222,-1,0
0.0,0.001925,0,0,0.1,-1,0
0.0,0.07436,0.461538,0.344828,0.416667,0.016438,0
0.0,0.46447,0.166667,0,0.166667,-1,0
0.0,0.102764,0.083333,0,0.166667,-1,0
0.0,0.082769,0.083333,0,0.1875,-1,0
0.0,0.280684,0,0,0.125,-1,0
0.0,0.087081,0.083333,0,0.166667,-1,0
0.0,0.415202,0.166667,0,0.357143,-1,0
0.0,0.282659,0.583333,0.518519,0.636364,0.587281,0
0.0,0.059805,0.166667,0,0.277778,-1,0
0.0,0.092332,0.083333,0,0.166667,-1,0
0.0,0.068096,0.083333,0,0.2,-1,0
0.0,0.1783,0.083333,0,0.090909,-1,0
0.0,0.02773,0.071429,0,0.166667,-1,0
0.0,0.062617,0.25,0.166667,0.5,0.042857,0
1.0,1,0.083333,0,0.181818,-1,0
0.0,0.483742,0.083333,0,0.2,-1,0
0.0,0.078505,0,0,0.3,-1,0
0.0,0,0.166667,0,0.111111,-1,0
0.0,0,0.181818,0,0.125,-1,0
0.0,0,0,0,0.1875,-1,0
0.0,0.00609,0.307692,0,0.222222,-1,0
0.0,0.357251,0.363636,0,0.222222,-1,0
0.0,0.0128,0.333333,0.076923,0.222222,-1,0
0.0,0,0.1,0,0.111111,-1,0
0.0,0,0.153846,0,0.111111,-1,0
0.0,0.087176,0.222222,0,0.166667,-1,0
0.0,0.005476,0.166667,0,0.222222,-1,0
0.0,0,0.111111,0,0.125,-1,0
0.0,0.282716,0,0,0.125,-1,0
0.0,0.143422,0.222222,0.210526,0.333333,-1,0
0.0,0.344794,0.111111,0,0.142857,-1,0
1.0,1,0.727273,0.666667,0.888889,0.839128,0
0.0,0,0.222222,0,0.277778,-1,0
0.0,0.004967,0.222222,0,0.333333,-1,0
0.0,0.338123,0.222222,0,0.2,-1,0
0.0,0.206846,0.090909,0,0.111111,-1,0
0.0,0.174651,0.071429,0,0.166667,-1,0
0.0,0,0.111111,0,0.125,-1,0
0.0,0.282659,0.090909,0,0.222222,-1,0
0.0,0.129856,0.111111,0,0.2,-1,0
0.0,0,0.111111,0,0.2,-1,0
0.0,0.008863,0.111111,0,0.111111,-1,0
0.0,0.169213,0.25,0,0.4,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0,0.153846,0,0.2,-1,0
0.0,0,0.272727,0.2,0.4,-1,0
0.0,0,0.222222,0,0.2,-1,0
0.0,0,0.1,0,0.2,-1,0
0.0,0.143077,0.153846,0,0.2,-1,0
0.0,0.155255,0.222222,0.222222,0.4,-1,0
0.0,0.105169,0.083333,0,0.2,-1,0
0.0,0.297025,0,0,0.2,-1,0
0.0,0,0.125,0,0.2,-1,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0.056367,0,0,0.2,-1,0
0.0,0,0.181818,0,0.2,-1,0
1.0,1,0.444444,0.444444,0.8,0.613323,0.666667
0.0,0.095406,0.666667,0.4,0.5,-0.8,0.872018
0.0,0,0.4,0.142857,0.3,-0.9,0
0.0,0.007538,0.181818,0.1,0.2,-0.9,0
0.0,0.029669,0.142857,0.086957,0.2,-0.9,0
0.0,0.163303,0.125,0.117647,0.2,-1,0
0.0,0.041824,0.181818,0,0.2,-1,0
0.0,0.151342,0.4,0.142857,0.2,-1,0
0.0,0.196241,0.4,0.285714,0.4,-1,0
0.0,0,0.111111,0,0.2,-1,0
0.0,0.444289,0.5,0.210526,0.8,0.496337,0.661001
0.0,0.103378,0.125,0,0.2,-1,0
0.0,0.070153,0.153846,0,0.3,-1,0
0.0,0.052956,0.272727,0.1,0.4,-1,0
0.0,0.049145,0.25,0,0.3,-1,0
0.0,0.054624,0.2,0,0.2,-1,0
0.0,0.362721,0.153846,0,0.3,-1,0
0.0,0.338787,0.222222,0.111111,0.3,-1,0
0.0,0.203856,0.166667,0,0.2,-1,0
0.0,0.321789,0,0,0,-1,0
0.0,0.040738,0,0,0.2,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.070262,0.142857,0,0.2,-1,0
0.0,0,0.090909,0,0.2,-1,0
0.0,0.2174,0.333333,0.222222,0.4,-0.8,0
0.0,0.24215,0.5,0.4,0.5,-0.8,0
0.0,0.093488,0.2,0.142857,0.3,-0.9,0
0.0,0.090148,0.181818,0.1,0.2,-0.9,0
0.0,0.052353,0.142857,0.086957,0.3,-0.9,0
0.0,0.631633,0.25,0.117647,0.2,-1,0
0.0,0.086821,0.181818,0,0.2,-1,0
0.0,0.30599,0.4,0.142857,0.2,-1,0
1.0,1,0.2,0.142857,0.2,-1,0
0.0,0.102092,0.111111,0,0.3,-1,0
0.0,0.863059,0.090909,0,0.25,-1,0
0.0,0.185884,0.090909,0,0.125,-1,0
0.0,0.02533,0.153846,0.071429,0.272727,-0.323888,0
0.0,0.195922,0.272727,0.153846,0.272727,-0.272418,0
0.0,0.024302,0.272727,0,0.277778,-1,0
0.0,0.020953,0.272727,0,0.2,-1,0
0.0,0.424822,0.076923,0,0.181818,-1,0
1.0,1,0.090909,0.083333,0.222222,-1,0
0.0,0.213853,0.166667,0,0.227273,-1,0
0.0,0.411485,0,0,0.25,-1,0
0.0,0.00166,0.181818,0,0.25,-1,0
0.0,0.005309,0.090909,0,0.166667,-1,0
0.0,0.834102,0.454545,0.090909,0.571429,-0.102634,0
0.0,0.025186,0.090909,0,0.181818,-1,0
0.0,0.174291,0.363636,0.083333,0.222222,-0.9,0
0.0,0.195599,0.272727,0.190476,0.25,-0.9,0
0.0,0.231876,0.272727,0.1,0.4,-0.9,0
0.0,0.337065,0.090909,0.076923,0.181818,-0.9,0
0.0,0.384925,0.285714,0.137931,0.272727,-0.269106,0
0.0,0.317162,0.272727,0.086957,0.25,-1,0
0.0,0.453956,0.090909,0,0.181818,-1,0
0.0,0.703827,0.090909,0.1,0.2,-1,0
0.0,0.340837,0.272727,0.1,0.2,-1,0
0.0,0.045887,0.272727,0,0.111111,-1,0
0.0,0.355306,0,0,0.25,-1,0
0.0,0.048599,0,0,0.125,-1,0
0.0,0.172489,0.153846,0,0.111111,-1,0
0.0,0.675544,0.181818,0,0.111111,-1,0
0.0,0.214582,0.25,0.076923,0.111111,-1,0
0.0,0.031055,0,0,0.111111,-1,0
0.0,0.122182,0.076923,0,0.111111,-1,0
0.0,0.337065,0.111111,0,0.111111,-1,0
0.0,0.638385,0.083333,0,0.222222,-1,0
0.0,0.302857,0.111111,0,0.125,-1,0
0.0,0.25126,0,0,0.25,-1,0
0.0,0.082018,0.333333,0.210526,0.416667,-1,0
0.0,0.025334,0.111111,0,0.142857,-1,0
0.0,0.174812,0.090909,0,0.111111,-1,0
0.0,0.008224,0.111111,0.090909,0.222222,-0.9,0.480484
0.0,0.55771,0.222222,0.105263,0.333333,-0.9,0
0.0,0.059767,0.333333,0.111111,0.2,-0.9,0
1.0,1,0.727273,0.666667,0.888889,0.839128,0
0.0,0.241569,0.5,0.518519,0.777778,0.633638,0
0.0,0.13056,0.111111,0,0.1875,-1,0
0.0,0.1783,0.090909,0,0.111111,-1,0
0.0,0.058055,0.222222,0,0.2,-1,0
0.0,0.117798,0.111111,0,0.2,-1,0
0.0,0.242117,0,0,0.111111,-1,0
0.0,0,0.25,0,0.25,-1,0
0.0,0,0,0,0.25,-1,0
0.0,0,0.076923,0,0.416667,-1,0
0.0,0.062951,0.090909,0,0.416667,-1,0
0.0,0.005122,0.166667,0,0.166667,-1,0
0.0,0,0.1,0,0.166667,-1,0
0.0,0.005544,0.153846,0,0.25,-1,0
0.0,0.005458,0,0,0.166667,-1,0
0.0,0,0.166667,0.090909,0.166667,-1,0
0.0,0.006171,0.125,0,0.333333,-1,0
0.0,0.131854,0.125,0,0.166667,-1,0
1.0,1,0,0,0.166667,-1,0
0.0,0,0,0,0,-1,0
0.0,0.0981,0,0,0.166667,-1,0
0.0,0,0,0,0,-1,0
0.0,0,0,0,0.166667,-1,0
0.0,0.009942,0,0,0.2,-1,0
0.0,0.067742,0.090909,0,0.25,-1,0
0.0,0.195671,0.071429,0,0.25,-1,0
0.0,0,0.375,0.111111,0.25,-0.9,0
0.0,0.027435,0.181818,0.095238,0.166667,-0.9,0
0.0,0,0,0,0.2,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.010639,0,0,0,-1,0
0.0,0.103371,0.125,0,0.25,-1,0
0.0,0.086293,0.125,0,0.25,-1,0
0.0,0.052111,0.166667,0,0.25,-1,0
0.0,0.064144,0.125,0,0.25,-1,0
0.0,0.078236,0.125,0,0.333333,-1,0
0.0,0.031964,0.166667,0,0.1875,-1,0
0.0,0.075822,0.176471,0.105263,0.285714,-0.9,0
0.0,0.102692,0.25,0.222222,0.166667,-0.9,0
0.0,0.043585,0.2,0.090909,0.25,-0.9,0
0.0,0.016309,0.222222,0,0.3125,-1,0
0.0,0.081428,0.125,0.105263,0.142857,-1,0
0.0,0.105728,0.125,0,0.142857,-1,0
0.0,0.040863,0.125,0,0.285714,-1,0
0.0,0.018099,0.125,0,0.333333,-1,0
0.0,0.074602,0,0,0.125,-1,0.65701
0.0,0.014087,0.125,0,0.142857,-1,0
0.0,0.026935,0.181818,0,0.1875,-1,0
0.0,0.247431,0,0,0.142857,-1,0
0.0,0.078806,0.176471,0,0.125,-1,0
0.0,0.041948,0,0,0,-1,0
0.0,0.05558,0.25,0,0.125,-1,0
0.0,0.072507,0.125,0,0.2,-1,0
0.0,0,0.375,0,0.3125,-1,0
0.0,0.062929,0.125,0,0.333333,-1,0
0.0,0.018127,0.125,0,0.2,-1,0
0.0,0.053203,0,0,0.166667,-1,0
0.0,0.040111,0.111111,0,0.125,-1,0
0.0,0.057733,0.125,0,0.333333,-1,0
0.0,0.100664,0,0,0.166667,-1,0.976061
0.0,0.048992,0.125,0,0.285714,-1,0
0.0,0.049245,0.111111,0,0.25,-1,0
0.0,0.048563,0.222222,0,0.375,-1,0
0.0,0.052943,0.375,0,0.6,-1,0
1.0,1,0.125,0,0.142857,-1,0.925306
0.0,0.070279,0.125,0,0.4,-1,0
0.0,0.049027,0.125,0,0.25,-1,0
0.0,0.022305,0.125,0,0.25,-1,0
0.0,0.081534,0,0,0,-1,0
0.0,0.017959,0.125,0,0.25,-1,0
0.0,0.102762,0.181818,0.105263,0.25,-1,0
0.0,0.085784,0.181818,0.105263,0.25,-1,0
0.0,0.152634,0.055556,0,0.090909,-1,0
0.0,0.063766,0.181818,0.105263,0.25,-1,0
0.0,0.077775,0.090909,0.111111,0.333333,-1,0
0.0,0.026474,0.333333,0.181818,0.590909,-0.070066,0
0.0,0.075375,0.235294,0.090909,0.285714,-0.9,0
0.0,0.102087,0.181818,0.095238,0.25,-0.9,0
0.0,0.043328,0.545455,0.48,0.5,0.228571,0
0.0,0.016213,0.181818,0,0.166667,-1,0
0.0,0.080948,0.090909,0,0.142857,-1,0
1.0,1,0.090909,0,0.142857,-1,0.790709
0.0,0.040622,0.090909,0,0.214286,-1,0
0.0,0.017993,0.090909,0,0.333333,-1,0
0.0,0.074163,0.272727,0.08,0.3,-0.240602,0
0.0,0.014004,0.090909,0,0.333333,-1,0
0.0,0.033467,0.181818,0,0.181818,-1,0
0.0,0.204,0.181818,0,0.214286,-1,0
0.0,0.078341,0.235294,0,0.5,-1,0
0.0,0.041701,0.272727,0,0.4,-1,0
0.0,0.055252,0.181818,0,0.1875,-1,0
0.0,0.066699,0.090909,0,0.2,-1,0
0.0,0,0.090909,0,0.25,-1,0
0.0,0.062558,0.181818,0,0.5,-1,0
0.0,0.01802,0.090909,0,0.4,-1,0
0.0,0.044532,0,0,0.166667,-1,0
0.0,0.010759,0.090909,0,0.166667,-1,0
0.0,0.057393,0.090909,0,0.333333,-1,0
0.0,0.10007,0.181818,0,0.166667,-1,0
0.0,0.048703,0.363636,0.363636,0.571429,0.146994,0
0.0,0.048955,0.454545,0.333333,0.444444,0.02203,0
0.0,0.048277,0.181818,0,0.222222,-1,0
0.0,0.052631,0.181818,0,0.4,-1,0
0.0,0.106094,0.090909,0,0.142857,-1,0
0.0,0.069865,0.090909,0,0.285714,-1,0
0.0,0.048738,0.181818,0.105263,0.5,-1,0
0.0,0.022174,0.090909,0,0.25,-1,0
0.0,0.072591,0.090909,0,0.166667,-1,0
0.0,0.017853,0.090909,0,0.25,-1,0
0.0,0.136404,0,0,0.25,-1,0
0.0,0.202947,0,0,0.25,-1,0
0.0,0.263289,0.166667,0,0.333333,-1,0
0.0,0.033068,0,0,0.25,-1,0
0.0,0.040332,0.25,0,0.333333,-1,0
0.0,0.068501,0.166667,0,0.166667,-1,0
0.0,0.039088,0.285714,0.117647,0.5,-0.9,0
0.0,0.05294,0.166667,0.125,0.25,-0.9,0
1.0,1,0.5,0.5,0.833333,0.675,0
0.0,0.008408,0.222222,0.1,0.333333,-1,0
0.0,0.041978,0,0,0.25,-1,0
0.0,0.054505,0,0,0.333333,-1,0
0.0,0.021066,0.142857,0,0.25,-1,0
0.0,0.032825,0,0,0.333333,-1,0
0.0,0.038459,0.2,0,0.166667,-1,0
0.0,0.007262,0.285714,0.111111,0.333333,-1,0
0.0,0.011569,0.181818,0,0.166667,-1,0
0.0,0.10579,0,0,0.166667,-1,0
0.0,0.040626,0.235294,0,0.5,-1,0
0.0,0.081089,0.166667,0,0.2,-1,0
0.0,0.028653,0.25,0,0.166667,-1,0
0.0,0.052054,0.166667,0.133333,0.2,-1,0
0.0,0,0.375,0.111111,0.166667,-1,0
0.0,0.032441,0.166667,0,0.25,-1,0
0.0,0.032875,0.333333,0,0.3,-1,0
0.0,0.036889,0.166667,0,0.166667,-1,0
0.0,0.036889,0.142857,0,0.166667,-1,0
0.0,0.029763,0,0,0.333333,-1,0
0.0,0.051894,0.166667,0,0.166667,-1,0
0.0,0.025256,0,0,0.166667,-1,0
0.0,0.025387,0.111111,0,0.166667,-1,0
0.0,0.025035,0.333333,0.210526,0.333333,-1,0
0.0,0.027293,0.333333,0.266667,0.4,-1,0
0.0,0.055018,0,0,0.166667,-1,0
0.0,0.03623,0.285714,0.133333,0.416667,-1,0
0.0,0.025274,0.166667,0,0.25,-1,0
0.0,0.036415,0.166667,0.142857,0.25,-1,0
0.0,0.037644,0.166667,0.125,0.166667,-1,0
0.0,0.032571,0,0,0.25,-1,0
0.0,0.139753,0,0,0,-1,0
0.0,0.10499,0,0,0,-1,0
0.0,0.03637,0.166667,0,0.214286,-1,0
0.0,0.078043,0,0,0.25,-1,0
0.0,0.135772,0.25,0.2,0.333333,-1,0
0.0,0.058611,0.111111,0,0.285714,-1,0
0.0,0.082928,0.176471,0,0.214286,-1,0
0.0,0.071672,0,0,0.166667,-1,0
0.0,0.030419,0.1,0,0.214286,-1,0
0.0,0.017838,0.222222,0,0.142857,-1,0
0.0,0.056831,0.142857,0.111111,0.142857,-0.9,0
0.0,0.07379,0.285714,0.111111,0.142857,-0.9,0
0.0,0.044692,0.285714,0.111111,0.214286,-0.9,0
0.0,0.028527,0.142857,0,0.333333,-1,0
0.0,0.052067,0,0,0.142857,-1,0
0.0,0.015407,0.142857,0,0.333333,-1,0
0.0,0.024544,0.111111,0,0.357143,-1,0
0.0,0.143222,0.142857,0,0.214286,-1,0
0.0,0.086191,0.176471,0,0.214286,-1,0
0.0,0.051072,0,0,0,-1,0
0.0,0.068679,0.125,0,0.285714,-1,0
0.0,0.06367,0.142857,0,0.2,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.04392,0,0,0.333333,-1,0
0.0,0.028571,0.142857,0,0.2,-1,0
0.0,0.153513,0.285714,0.235294,0.333333,-1,0
0.0,0.130995,0.142857,0.148148,0.285714,-1,0
0.0,0.046452,0.142857,0,0.333333,-1,0
0.0,0.070256,0.142857,0,0.166667,-1,0
1.0,1,0,0,0.142857,-1,0.806893
0.0,0.03437,0.111111,0,0.142857,-1,0
0.0,0.446001,0.222222,0,0.357143,-1,0
0.0,0.057905,0.428571,0,0.5,-1,0
0.0,0.074485,0,0,0.142857,-1,0
0.0,0.04905,0.285714,0,0.285714,-1,0
0.0,0.053622,0,0,0.25,-1,0
0.0,0.300861,0.285714,0,0.375,-1,0
0.0,0.056231,0.142857,0,0.166667,-1,0
0.0,0.028306,0.285714,0.133333,0.375,-1,0
0.0,0.060926,0,0,0.25,-1,0
0.0,0.05086,0,0,0.25,-1,0
0.0,0.030714,0,0,0.25,-1,0
0.0,0.037806,0,0,0.25,-1,0
0.0,0.046112,0,0,0,-1,0
0.0,0.033499,0.166667,0,0.25,-1,0
0.0,0.095377,0.285714,0.066667,0.75,0.068323,0
0.0,0.060526,0,0,0.25,-1,0
0.0,0.025689,0.1,0,0.25,-1,0
0.0,0.020515,0.111111,0,0.25,-1,0
0.0,0.047993,0.142857,0.133333,0.25,-0.9,0
0.0,0.062315,0.285714,0.266667,0.25,-0.9,0
0.0,0.497019,0.428571,0.266667,0.375,-0.9,0
0.0,0.022767,0.25,0.181818,0.333333,-1,0
0.0,0.04397,0.1,0,0.25,-1,0
0.0,0.01772,0,0,0,-1,0
0.0,0.028228,0.363636,0.421053,1,0.533333,0
0.0,0.120949,0.142857,0,0.25,-1,0
0.0,0.09913,0.25,0.066667,0.75,0.068323,0
0.0,0.017927,0.2,0,0.25,-1,0
0.0,0.032758,0.125,0,0.25,-1,0
0.0,0.130621,0,0,0.25,-1,0
0.0,0,0.125,0,0.25,-1,0
0.0,0.072225,0.25,0,0.25,-1,0
0.0,0.022802,0.2,0,0.25,-1,0
0.0,0.118331,0,0,0,-1,0
0.0,0.04947,0.111111,0,0.25,-1,0
0.0,0.027268,0,0,0,-1,0
0.0,0.05933,0.333333,0,0.25,-1,0
0.0,0.052184,0.285714,0,0.375,-1,0
0.0,0.029025,0.222222,0,0.375,-1,0
0.0,0.045313,0.142857,0,0.25,-1,0
0.0,0.643955,0.2,0,0.25,-1,0.736754
0.0,0.062902,0.142857,0.133333,0.25,-1,0
0.0,0.041422,0.142857,0,0.25,-1,0
1.0,0.596322,0,0,0.25,-1,0.839794
0.0,0.028058,0,0,0.5,-1,0
0.0,0.183162,0,0,0,-1,0
0.0,0.022591,0,0,0.25,-1,0
0.0,0.086069,0.142857,0,0.25,-1,0
0.0,0.071849,0.142857,0,0.25,-1,0
0.0,0.043389,0.166667,0.068966,0.142857,-1,0
0.0,0.053408,0.142857,0,0.375,-1,0
0.0,0.065141,0.142857,0,0.333333,-1,0
0.0,0.022174,0.277778,0.068966,0.357143,-1,0
0.0,0.063131,0.235294,0.060606,0.5,-0.235269,0
0.0,0.085504,0.285714,0,0.416667,-1,0
0.0,0.03629,0.2,0,0.285714,-1,0
0.0,0.013579,0.111111,0,0.142857,-1,0
0.0,0.067799,0.625,0.315789,0.428571,0.138321,0
0.0,0.088031,0.375,0.210526,0.285714,-0.8,0
0.0,0.034023,0.375,0.210526,0.5,-0.8,0
0.0,0.01507,0,0,0,-1,0
0.0,0.062116,0.3,0.095238,0.357143,-1,0
0.0,0.011729,0.285714,0,0.666667,-1,0
0.0,0.018685,0.222222,0,0.285714,-1,0.723122
0.0,0.170862,0.125,0,0.142857,-1,0
0.0,0.065615,0.235294,0.060606,0.5,-0.235269,0
0.0,0.034927,0,0,0.2,-1,0
0.0,0.046277,0.375,0.105263,0.214286,-1,0.448831
0.0,0.055864,0.125,0,0.2,-1,0
0.0,0,0.125,0,0.214286,-1,0
0.0,0.052396,0.142857,0,0.25,-1,0
0.0,0.015093,0.375,0.125,0.6,0.245223,0
0.0,0.037298,0.142857,0,0.166667,-1,0
0.0,0.009011,0.214286,0,0.214286,-1,0
0.0,0.04807,0.142857,0,0.333333,-1,0
0.0,0.083815,0.285714,0.235294,0.333333,-1,0
0.0,0.040792,0.125,0,0.285714,-1,0
0.0,0.041003,0.222222,0,0.285714,-1,0
0.0,0.040434,0.222222,0,0.285714,-1,0
0.0,0.044082,0.285714,0,0.4,-1,0
0.0,0.08886,0,0,0.142857,-1,0.658292
1.0,1,0.875,1,1,0.933333,1
0.0,0.040821,0.25,0,0.375,-1,0
0.0,0.018572,0.142857,0,0.25,-1,0
0.0,0.0608,0.125,0,0.166667,-1,0
0.0,0.014953,0.142857,0,0.25,-1,0
0.0,0.099562,0.111111,0,0.25,-1,0
0.0,0.083113,0.111111,0,0.25,-1,0
0.0,0.050191,0.166667,0,0.111111,-1,0
0.0,0.061781,0,0,0.25,-1,0
0.0,0.075353,0.111111,0,0.333333,-1,0
0.0,0.02565,0.111111,0,0.111111,-1,0
0.0,0.073028,0.117647,0,0.214286,-1,0
0.0,0.098908,0.111111,0.105263,0.166667,-1,0
0.0,0.041979,0.1,0,0.111111,-1,0
0.0,0.015708,0,0,0.166667,-1,0
0.0,0.204637,0.333333,0.3,0.285714,-0.8,0
0.0,0.101832,0.222222,0.2,0.357143,-0.8,0
0.0,0.039357,0.222222,0.2,0.285714,-0.8,0
0.0,0.017432,0.111111,0,0.333333,-1,0
0.0,0.071853,0.1,0,0.111111,-1,0
0.0,0.013568,0.111111,0,0.142857,-1,0
0.0,0.021614,0.181818,0,0.222222,-1,0
0.0,0.197648,0.111111,0,0.214286,-1,0
0.0,0.075902,0.117647,0,0.5,-1,0
0.0,0.040402,0.111111,0,0.2,-1,0
0.0,0.053532,0.222222,0,0.25,-1,0
0.0,0.064622,0,0,0.2,-1,0
0.0,0,0,0,0.125,-1,0
0.0,0.06061,0.111111,0,0.333333,-1,0
0.0,0.017459,0.222222,0,0.2,-1,0
0.0,0.043145,0,0,0.166667,-1,0
0.0,0.010423,0.142857,0,0.277778,-1,0
0.0,0.055606,0.111111,0,0.333333,-1,0
1.0,1,0.444444,0.315789,0.833333,0.575758,0.771695
0.0,0.047187,0.111111,0,0.142857,-1,0
0.0,0.047431,0.181818,0,0.111111,-1,0
0.0,0.046773,0.214286,0,0.111111,-1,0
0.0,0.050992,0,0,0.2,-1,0
0.0,0.10279,0,0,0.142857,-1,0
0.0,0.067689,0.111111,0,0.2,-1,0
0.0,0.04722,0.111111,0,0.25,-1,0
0.0,0.021483,0.111111,0,0.25,-1,0
0.0,0.070331,0.111111,0,0.166667,-1,0
0.0,0.017297,0.111111,0,0.25,-1,0
0.0,0.04813,0.142857,0,0.25,-1,0
0.0,0.040178,0.142857,0,0.25,-1,0
0.0,0.024263,0.166667,0,0.142857,-1,0
0.0,0.029866,0.142857,0,0.25,-1,0
0.0,0.036427,0.142857,0,0.333333,-1,0
0.0,0.026463,0.166667,0,0.214286,-1,0
0.0,0.075344,0.235294,0,0.285714,-1,0
0.0,0.047813,0.428571,0.235294,0.666667,0.446845,0
0.0,0.020293,0.2,0,0.214286,-1,0
0.0,0.016206,0.111111,0,0.214286,-1,0
0.0,0.037913,0.285714,0.222222,0.285714,-0.8,0
0.0,0.049227,0.428571,0.333333,0.285714,-0.8,0
1.0,1,1,1,1,1,1
0.0,0.017985,0.142857,0.142857,0.333333,-1,0
0.0,0.034735,0.1,0,0.214286,-1,0
0.0,0.013998,0.142857,0,0.333333,-1,0
0.0,0.022299,0.222222,0.1,0.214286,-1,0
0.0,0.095546,0,0,0.142857,-1,0
0.0,0.078309,0.235294,0,0.285714,-1,0
0.0,0.170546,0,0,0.2,-1,0
0.0,0.025878,0,0,0.142857,-1,0
0.0,0.103186,0,0,0.2,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.057055,0.285714,0,0.333333,-1,0
0.0,0.018013,0.428571,0,0.5,-1,0
0.0,0.149978,0.142857,0,0.166667,-1,0
0.0,0.133598,0.214286,0,0.214286,-1,0
0.0,0.021541,0,0,0.333333,-1,0
0.0,0.046869,0.142857,0,0.166667,-1,0
0.0,0.041224,0,0,0.214286,-1,0
0.0,0.022929,0.111111,0,0.214286,-1,0
0.0,0.035795,0.111111,0,0.214286,-1,0
0.0,0.508702,0.142857,0,0.2,-1,1
0.0,0.04969,0.285714,0.222222,0.285714,-1,0
0.0,0.032722,0.142857,0,0.357143,-1,0
0.0,0.471074,0.285714,0,0.25,-1,0
0.0,0.052186,0,0,0.375,-1,0
0.0,0.144692,0.142857,0,0.25,-1,0
0.0,0.017846,0.142857,0,0.25,-1,0
0.0,0.022107,0,0,0,-1,0
0.0,0.018454,0,0,0,-1,0
0.0,0.019518,0.111111,0,0.5,-1,0
0.0,0.013718,0,0,0,-1,0
0.0,0.016731,0,0,0,-1,0
0.0,0.021288,0.111111,0,0.333333,-1,0
0.0,0.034607,0.142857,0,0.333333,-1,0
0.0,0.021962,0,0,0.333333,-1,0
0.0,0.032791,0.1,0,0.333333,-1,0
0.0,0.014793,0.111111,0,0.333333,-1,0
0.0,0.029521,0,0,0,-1,0
0.0,0.022611,0.285714,0.142857,0.5,-1,0
0.0,0.018651,0.142857,0.142857,0.333333,-1,0
1.0,1,1,1,1,1,1
0.0,0.018505,0.1,0.117647,0.333333,-0.9,0
0.0,0.012778,0.285714,0,0.5,-1,0
0.0,0.032173,0.181818,0.125,0.333333,-1,0
0.0,0.043886,0.142857,0,0.333333,-1,0
0.0,0.035969,0.117647,0,0.5,-1,0
0.0,0.016061,0.2,0,0.333333,-1,0
0.0,0.029861,0,0,0,-1,0
0.0,0.016281,0,0,0,-1,0
0.0,0,0.125,0,0.333333,-1,0
0.0,0.013458,0,0,0,-1,0
0.0,0.852196,0,0,0,-1,0
0.0,0.027039,0,0,0,-1,0
0.0,0.017963,0,0,0,-1,0
0.0,0.009894,0,0,0,-1,0
0.0,0.021528,0,0,0,-1,0
0.0,0.027287,0,0,0,-1,0
0.0,0.045578,0,0,0.333333,-1,0
0.0,0.051646,0.222222,0,0.666667,-1,0.583299
0.0,0.024164,0.2,0,0.333333,-1,0
